TYPE	NUMBER	KEYWORD	ORGANIC	URL	TITLE	DESCRIPTION	PAGE	FLAG_HACKED	FLAG_HARMFUL	STAT_RESULTCOUNT
result	91	statistician	organic	http://www.spanishdict.com/translate/statistician	Statistician in Spanish | English to Spanish Translation - SpanishDict	Translate Statistician. See authoritative translations of Statistician in Spanish with example sentences and audio pronunciations.	1	0	0	8650000
result	92	statistician	organic	https://www.macmillandictionary.com/us/dictionary/american/statistician	statistician (noun) definition and synonyms | Macmillan Dictionary	Define statistician (noun) and get synonyms. What is statistician (noun)? statistician (noun) meaning, pronunciation and more by Macmillan Dictionary.	1	0	0	8650000
result	93	statistician	organic	https://www.washingtonpost.com/news/monkey-cage/wp/2017/08/07/this-is-how-the-u-s-national-statistics-system-works/	How U.S. government statistics work, explained by the country's Chief ...	Aug 7, 2017 - Nancy Potok is the chief statistician of the United States. I interviewed her last month about her role, and the challenges faced by the U.S. national statistics system. The interview has been lightly edited for style and flow. Q: How does the U.S. statistics system work, and what do you do as chief statistician?	1	0	0	8650000
result	94	statistician	organic	https://jobs.jnj.com/jobs/00001BBQ?lang=en-us	Apply For Johnson & Johnson Graduate Statistician Programme 2018 ...	Graduate Statistician Programme. Duration: 2 years. Location: Inverness, Scotland. Sector: Medical Devices. What type of mark will you make? Your unique talents and perspective can make a vital contribution to innovative products that improve the lives of people everywhere. Career opportunities within Johnson ...	1	0	0	8650000
result	95	statistician	organic	https://www.forbes.com/sites/matthewherper/2013/05/08/the-next-billionaire-a-statistician-who-changed-medicine/	The Next Billionaire: A Statistician Who Changed Medicine - Forbes	May 8, 2013 - Over the next few days, Dennis Gillings, a statistician who helped create the multibillion-dollar industry of conducting research studies for drug giants, is likely to enter an exclusive club: those with net worths above $1 billion. Quintiles , the largest clinical research organization and the company Gillings ...	1	0	0	8650000
result	96	statistician	organic	https://www1.cfnc.org/Plan/For_A_Career/Career_Profile/Career_Profile.aspx?id=e8SgzgybeZFjv1aKkDSAPQXAP3DPAXXAP3DPAX	Sports Statistician - CFNC.org - Career Profile	There are two types of sports statisticians: academic and recorder. dot Academic sports statisticians analyze data to look for trends. For example, Robert Schutz recently analyzed overtime in hockey. "The National Hockey League Record Book provided us with all the overtime games over the past 10 years," he explains.	1	0	0	8650000
result	97	statistician	organic	https://abbvie.referrals.selectminds.com/jobs/senior-research-statistician-66	Senior Research Statistician - AbbVie Careers	Statistics is responsible for providing services in the area of biostatistics and mathematics to all corporate divisions. These services are supplied....	1	0	0	8650000
result	98	statistician	organic	http://www.michigan.gov/documents/StatisticianSpecialist_13045_7.pdf	statistician specialist - State of Michigan	STATISTICIAN SPECIALIST. JOB DESCRIPTION. Employees in this job function as professional specialists with responsibility for a statistics program or specialty area, or as an administrative assistant to an administrator or executive. Positions are (1) designated as specialists by the Appointing Authority; (2) accepted and ...	1	0	0	8650000
result	99	statistician	organic	https://exputec.com/wp-content/uploads/2018/01/Bioprocess-Data-Scientist-EN.pdf	Sr. Bioprocess Statistician - Exputec	Exputec is a technology company based in Vienna that produces and sells Software and Consulting solutions in the field of Biotechnology. Our innovative methods are based on discovering interdependencies which lead to a reduction of the process development time, heightened confidence in scalability, and an increase ...	1	0	0	8650000
result	100	statistician	organic	https://flowingdata.com/2010/03/04/think-like-a-statistician-without-the-math/	Think Like a Statistician – Without the Math | FlowingData	Mar 4, 2010 - I call myself a statistician, because, well, I'm a statistics graduate student. However, ask me specific questions about hypothesis tests or required sampling size, and my answer probably won't be very good. The other day I was trying to think of the last time I did an actual hypothesis test or formal analysis.	1	0	0	8650000
result	101	statistician	organic	https://en.wikipedia.org/wiki/Statistician	Wikipedia		1	0	0	8650000
result	102	statistician	organic	https://en.wiktionary.org/wiki/statistician	statistician - Wiktionary	English[edit]. Pronunciation[edit]. IPA: /ˌstætɪsˈtɪʃn̩/. Noun[edit]. statistician (plural statisticians). A person who compiles, interprets, or studies statistics. (mathematics) A mathematician with a specialty of statistics. Translations[edit]. ±show ▽person who compiles, interprets, or studies statistics. Select targeted languages ...	2	0	0	8650000
result	103	statistician	organic	http://www.nyc.gov/html/dcas/downloads/pdf/noes/201707029000.pdf	U:\USEG\Statistician, Exam No. 7029\Work in Progress ... - NYC.gov	Jun 30, 2017 - READ CAREFULLY AND SAVE FOR FUTURE REFERENCE. STATISTICIAN. Exam No. 7029. WHEN TO APPLY: From: May 3, 2017. APPLICATION FEE: $61.00. To: May 23, 2017. If you choose to pay the application fee with a credit/debit/gift card, you will be charged a fee of 2.49% of the payment amount ...	2	0	0	8650000
result	104	statistician	organic	https://www.umb.edu/academics/graduate/center_for_statistical_computing/statistician	Statistician - University of Massachusetts Boston	Sep 1, 2017 - Jie Chen, Ph.D. Areas of Specialization Research: Jie Chen' current research interests focus on Spatial scan statistics, Multiple scan statistics, Sequential trials, Applied probability, Simultaneous confidence intervals, Parametric Bootstrap, Statistical inference and computation, Survey sampling and ...	2	0	0	8650000
result	105	statistician	organic	https://www.economist.com/news/science-and-technology/21716600-joy-stats-swedish-accent-hans-rosling-statistician-and	Hans Rosling, statistician and sword-swallower, has died - Obituary	Feb 9, 2017 - Besides being a statistician, he was also a doctor with experience in some of the world's poorest corners. He did his PhD in Africa, studying a disease called konzo that strikes people whose diets include a lot of semi-processed cassava, which contains high levels of cyanide. But it was his flair for the ...	2	0	0	8650000
result	106	statistician	organic	https://www.nass.usda.gov/About_NASS/NASS_Biographies/young.php	Chief Mathematical Statistician and Director, Research and ...	Jan 26, 2018 - Dr. Linda J. Young is Chief Mathematical Statistician and Director of Research and Development of USDA's National Agricultural Statistics Service. She oversees efforts to continually improve the methodology underpinning the Agency's collection and dissemination of data on every facet of U.S. agriculture.	2	0	0	8650000
